age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
48,?,155509,11th,7,Divorced,?,Unmarried,Black,Female,0,0,10,Haiti,<=50K
21,?,298342,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
20,?,162945,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
20,?,156916,Some-college,10,Never-married,?,Own-child,Black,Female,0,0,40,United-States,<=50K
19,?,170125,Some-college,10,Never-married,?,Own-child,White,Male,0,0,25,United-States,<=50K
27,State-gov,261278,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,80,?,<=50K
68,?,180082,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,23,United-States,<=50K
23,?,502633,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,284916,9th,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,?,<=50K
37,Private,177907,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,>50K
64,?,220258,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,24,United-States,<=50K
60,Private,282421,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,?,<=50K
37,Private,361951,Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,0,0,48,?,<=50K
72,?,235014,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,0,2465,40,United-States,<=50K
45,Private,382242,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,0,0,30,?,<=50K
70,?,103963,HS-grad,9,Widowed,?,Not-in-family,White,Male,0,0,6,United-States,<=50K
24,Private,130620,Some-college,10,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,?,<=50K
57,?,182836,Some-college,10,Married-civ-spouse,?,Wife,White,Female,3103,0,40,United-States,>50K
80,Self-emp-inc,164909,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,54,United-States,>50K
34,?,167558,7th-8th,4,Married-civ-spouse,?,Wife,White,Female,0,0,40,Mexico,<=50K
28,Self-emp-not-inc,175710,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,?,<=50K
32,?,340580,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0,0,45,United-States,<=50K
21,?,117210,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Federal-gov,212600,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,?,>50K
44,Private,227065,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,?,>50K
57,Private,143266,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,?,>50K
36,?,194809,Bachelors,13,Never-married,?,Own-child,White,Female,0,0,50,United-States,<=50K
31,Private,165503,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,?,<=50K
42,?,148951,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,12,Ecuador,<=50K
65,?,194920,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,10,United-States,<=50K
18,?,274445,HS-grad,9,Never-married,?,Own-child,White,Male,0,1602,20,United-States,<=50K
40,?,141583,Bachelors,13,Never-married,?,Unmarried,Black,Female,0,0,35,United-States,<=50K
27,?,294642,HS-grad,9,Separated,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
30,Private,173858,HS-grad,9,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,2597,0,40,?,<=50K
74,?,41737,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,2149,30,United-States,<=50K
40,Private,219869,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,99999,0,75,United-States,>50K
63,Private,181153,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,?,>50K
21,?,33087,Some-college,10,Never-married,?,Own-child,White,Male,0,0,50,United-States,<=50K
26,?,217300,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,36,United-States,<=50K
20,?,39803,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
47,Federal-gov,169549,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,60,?,>50K
49,?,95636,10th,6,Divorced,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
17,?,130969,9th,5,Never-married,?,Own-child,Black,Male,0,0,20,United-States,<=50K
72,?,144461,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,Male,0,0,16,United-States,>50K
36,Private,104457,Bachelors,13,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,?,<=50K
59,?,102058,1st-4th,2,Married-civ-spouse,?,Husband,White,Male,0,0,45,Portugal,<=50K
35,Private,366842,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,?,>50K
21,?,121468,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
62,Private,93997,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,>50K
28,Private,128012,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,?,<=50K
37,?,33355,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,<=50K
55,?,177557,HS-grad,9,Divorced,?,Other-relative,White,Male,0,0,40,United-States,<=50K
18,?,30246,11th,7,Never-married,?,Own-child,White,Female,0,0,45,United-States,<=50K
20,?,49819,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
42,?,338281,Assoc-voc,11,Married-civ-spouse,?,Wife,White,Female,0,0,20,Iran,<=50K
23,?,263220,Some-college,10,Never-married,?,Own-child,White,Female,0,0,15,United-States,<=50K
22,Private,208946,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,?,<=50K
25,Private,191803,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,13,?,<=50K
17,?,34505,11th,7,Never-married,?,Own-child,White,Male,0,0,50,United-States,<=50K
58,?,169329,9th,5,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States,<=50K
18,?,36064,12th,8,Never-married,?,Own-child,White,Male,0,0,20,United-States,<=50K
30,State-gov,352045,Masters,14,Separated,Craft-repair,Not-in-family,White,Male,99999,0,40,United-States,>50K
41,Local-gov,75313,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,>50K
48,Private,349986,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K
62,?,121319,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,?,105582,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,35,United-States,<=50K
64,?,22228,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,10,United-States,>50K
71,?,78786,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,2149,24,United-States,<=50K
19,Private,160120,Some-college,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2597,0,40,?,<=50K
19,?,318056,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
19,?,194404,Some-college,10,Never-married,?,Own-child,White,Female,0,0,32,United-States,<=50K
62,?,139391,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,40,Ireland,>50K
28,Private,126060,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,99999,0,36,United-States,>50K
75,?,91417,Assoc-voc,11,Married-civ-spouse,?,Wife,White,Female,0,0,20,United-States,<=50K
18,?,41385,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,4508,0,40,United-States,<=50K
19,?,171578,Some-college,10,Never-married,?,Own-child,Black,Male,0,0,40,United-States,<=50K
61,?,113658,10th,6,Divorced,?,Other-relative,White,Female,0,0,20,United-States,<=50K
20,?,163665,Some-college,10,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K
62,Private,216765,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,>50K
18,?,354236,10th,6,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K
46,Private,117849,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K
18,?,149343,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,3,United-States,<=50K
19,?,98283,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Male,0,0,32,United-States,<=50K
30,Private,191777,12th,8,Never-married,Other-service,Own-child,Black,Female,0,0,20,?,<=50K
66,Private,154164,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,7,?,<=50K
19,?,229431,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
41,?,168071,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
18,?,192321,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
27,Federal-gov,190653,Assoc-voc,11,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,0,40,?,>50K
73,?,185939,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
52,?,129893,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0,1579,30,United-States,<=50K
21,?,187581,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
45,Private,252242,Doctorate,16,Divorced,Sales,Not-in-family,White,Male,99999,0,55,United-States,>50K
20,?,224238,Some-college,10,Never-married,?,Own-child,White,Male,0,0,6,United-States,<=50K
32,?,13862,HS-grad,9,Never-married,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,38,United-States,<=50K
69,?,92852,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,5,United-States,<=50K
58,?,242670,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,20,United-States,<=50K
55,Private,200734,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,?,<=50K
46,Private,331498,Doctorate,16,Never-married,Other-service,Own-child,White,Male,0,0,40,?,<=50K
21,?,133515,Assoc-acdm,12,Never-married,?,Own-child,White,Female,594,0,40,United-States,<=50K
37,?,185692,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,84,United-States,<=50K
31,Private,190772,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,1590,35,?,<=50K
68,?,81468,HS-grad,9,Widowed,?,Unmarried,White,Female,0,0,16,United-States,<=50K
49,Private,140826,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,99999,0,50,?,>50K
29,?,168479,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
77,?,331863,Some-college,10,Separated,?,Not-in-family,White,Male,0,0,2,United-States,<=50K
36,?,143774,HS-grad,9,Divorced,?,Other-relative,White,Female,0,0,40,United-States,<=50K
74,?,95630,9th,5,Married-civ-spouse,?,Husband,White,Male,0,0,10,United-States,<=50K
17,?,171080,12th,8,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
47,?,118358,HS-grad,9,Never-married,?,Other-relative,White,Female,0,0,50,?,<=50K
48,?,289517,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,35,United-States,<=50K
19,?,199609,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
20,?,120820,Some-college,10,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K
71,?,144461,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,3456,0,16,United-States,<=50K
24,Private,330724,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,16,?,<=50K
59,Private,95967,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,?,<=50K
45,Private,247120,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,White,Female,0,0,50,?,<=50K
31,Private,141817,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,?,<=50K
66,?,249043,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,>50K
41,Private,94113,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,60,United-States,>50K
22,?,52596,Some-college,10,Never-married,?,Own-child,White,Male,0,0,15,?,>50K
31,Private,203463,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,99999,0,40,United-States,>50K
18,?,209735,Some-college,10,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K
18,?,269373,12th,8,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
59,Self-emp-inc,76860,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,99999,0,40,China,>50K
36,Local-gov,127424,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,50,?,>50K
45,Self-emp-not-inc,163559,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,48,?,<=50K
18,?,193889,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,?,<=50K
22,?,374116,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,36,United-States,<=50K
25,?,181528,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,25,United-States,<=50K
21,?,214731,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
42,?,85995,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,52,United-States,<=50K
57,?,274900,7th-8th,4,Married-civ-spouse,?,Other-relative,White,Male,0,0,45,Dominican-Republic,<=50K
18,?,326640,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
71,?,158437,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,40,Hungary,<=50K
22,?,327060,HS-grad,9,Never-married,?,Unmarried,Black,Male,0,0,8,United-States,<=50K
17,?,45037,10th,6,Never-married,?,Own-child,White,Female,0,0,25,United-States,<=50K
60,?,162397,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,<=50K
38,Private,135162,1st-4th,2,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,?,<=50K
33,?,274800,HS-grad,9,Separated,?,Own-child,Black,Female,0,0,40,United-States,<=50K
23,State-gov,251325,Some-college,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,8,?,<=50K
70,?,98979,Some-college,10,Married-civ-spouse,?,Husband,Black,Male,0,0,20,United-States,>50K
19,?,383715,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,25,United-States,<=50K
21,?,195808,11th,7,Never-married,?,Own-child,White,Male,0,0,15,United-States,<=50K
19,?,187161,HS-grad,9,Married-civ-spouse,?,Own-child,White,Female,0,0,20,United-States,<=50K
20,?,33860,Some-college,10,Never-married,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,28,United-States,<=50K
39,Private,156780,HS-grad,9,Married-spouse-absent,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,40,?,<=50K
22,?,125040,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
18,?,280901,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,15,United-States,<=50K
65,?,180422,Assoc-acdm,12,Never-married,?,Not-in-family,White,Male,6723,0,38,United-States,<=50K
40,?,438427,Assoc-acdm,12,Separated,?,Unmarried,Black,Female,0,0,55,United-States,<=50K
62,?,144026,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K
21,?,201418,Some-college,10,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K
24,?,61791,9th,5,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K
39,?,105044,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,7298,0,40,United-States,>50K
19,?,80978,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,25,United-States,<=50K
20,?,96483,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Female,0,0,8,United-States,<=50K
43,?,478972,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,<=50K
58,Private,225623,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,?,<=50K
22,?,379883,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
51,Self-emp-not-inc,275924,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,Mexico,>50K
61,?,149855,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,2057,70,United-States,<=50K
66,?,128609,HS-grad,9,Divorced,?,Not-in-family,Black,Male,0,0,40,United-States,>50K
66,?,143417,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,0,0,45,United-States,<=50K
55,?,90290,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,?,296228,Some-college,10,Never-married,?,Unmarried,Other,Female,0,0,42,United-States,<=50K
59,?,169611,Some-college,10,Married-civ-spouse,?,Wife,White,Female,7298,0,12,United-States,>50K
56,Self-emp-not-inc,183580,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,?,<=50K
22,?,377725,Bachelors,13,Never-married,?,Not-in-family,White,Female,0,0,23,United-States,<=50K
41,Private,173981,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,?,<=50K
21,?,214810,Some-college,10,Never-married,?,Own-child,White,Female,0,0,25,United-States,<=50K
18,?,24688,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,Self-emp-not-inc,100109,11th,7,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,?,<=50K
33,?,211743,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,21,United-States,<=50K
26,Private,124953,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,?,<=50K
19,?,194608,Some-college,10,Never-married,?,Own-child,White,Female,0,0,10,United-States,<=50K
50,?,284477,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
18,?,33241,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
21,?,202214,Some-college,10,Never-married,?,Own-child,White,Female,0,1721,40,United-States,<=50K
70,?,116080,Doctorate,16,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,>50K
24,?,263612,HS-grad,9,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
73,?,402363,Masters,14,Married-civ-spouse,?,Wife,White,Female,0,0,16,United-States,>50K
20,?,172232,Some-college,10,Never-married,?,Own-child,White,Male,0,0,60,United-States,<=50K
20,Never-worked,273905,HS-grad,9,Married-spouse-absent,?,Other-relative,White,Male,0,0,35,United-States,<=50K
33,Private,205249,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,55,?,<=50K
18,?,457710,11th,7,Never-married,?,Own-child,White,Male,0,0,16,Mexico,<=50K
67,?,401273,Some-college,10,Widowed,?,Not-in-family,White,Female,0,0,5,United-States,<=50K
67,?,110122,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,32,United-States,>50K
32,Private,101266,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,?,<=50K
60,?,76449,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
62,?,122433,10th,6,Divorced,?,Unmarried,White,Male,0,0,35,United-States,<=50K
41,Private,122857,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,0,0,40,?,<=50K
40,Private,202508,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,48,?,>50K
23,Private,163870,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,?,<=50K
52,?,287575,HS-grad,9,Separated,?,Unmarried,White,Male,0,0,40,United-States,<=50K
18,?,153302,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,188246,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,?,<=50K
23,?,201179,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
49,Self-emp-inc,172246,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,40,United-States,>50K
32,?,78374,Bachelors,13,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,0,0,1,United-States,<=50K
26,?,88513,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
90,?,50746,10th,6,Divorced,?,Not-in-family,White,Female,0,0,7,United-States,<=50K
79,?,23275,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,<=50K
37,Private,516701,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,0,1564,50,?,>50K
72,?,31327,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,>50K
34,?,41493,Bachelors,13,Divorced,?,Own-child,White,Female,0,0,40,United-States,<=50K
54,?,108233,Assoc-acdm,12,Separated,?,Not-in-family,Black,Female,0,0,20,United-States,<=50K
21,?,202989,Some-college,10,Never-married,?,Own-child,White,Male,0,0,80,United-States,<=50K
18,?,221312,Some-college,10,Never-married,?,Other-relative,White,Male,0,0,40,United-States,<=50K
25,Private,214303,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,?,<=50K
24,?,205940,9th,5,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K
24,?,43535,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,30,United-States,<=50K
18,?,28132,12th,8,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
28,?,241580,HS-grad,9,Divorced,?,Unmarried,White,Female,0,0,55,United-States,<=50K
22,?,289405,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
21,?,231511,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
64,?,186535,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,3103,0,3,United-States,<=50K
56,?,141076,HS-grad,9,Divorced,?,Not-in-family,Black,Female,3674,0,40,United-States,<=50K
20,?,301408,Some-college,10,Never-married,?,Own-child,White,Female,0,1602,30,United-States,<=50K
46,?,140782,HS-grad,9,Separated,?,Own-child,White,Female,0,0,36,United-States,<=50K
23,?,212210,Some-college,10,Never-married,?,Own-child,White,Female,0,0,15,United-States,<=50K
67,?,40021,Doctorate,16,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
27,?,173178,Some-college,10,Never-married,?,Not-in-family,Black,Male,0,0,36,United-States,<=50K
58,?,228614,7th-8th,4,Married-civ-spouse,?,Husband,Black,Male,0,0,35,United-States,<=50K
37,?,161664,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,60,United-States,<=50K
47,?,175530,5th-6th,3,Separated,?,Own-child,White,Female,0,0,56,Mexico,<=50K
50,Self-emp-not-inc,98180,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,99999,0,45,United-States,>50K
21,?,148294,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
70,?,30140,9th,5,Never-married,?,Unmarried,White,Male,0,0,40,United-States,<=50K
21,?,120998,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
21,?,399449,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
19,?,292774,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
35,?,139854,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,Male,0,0,15,United-States,<=50K
65,?,168548,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
26,?,96130,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,40,England,<=50K
17,?,220302,10th,6,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
67,?,350525,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,15,United-States,>50K
46,?,162034,Some-college,10,Divorced,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
60,?,155977,Some-college,10,Widowed,?,Unmarried,Black,Female,0,0,54,United-States,<=50K
22,?,144210,11th,7,Married-civ-spouse,?,Wife,White,Female,0,0,20,United-States,<=50K
20,?,41356,Assoc-voc,11,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,109133,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,?,<=50K
62,?,111563,9th,5,Married-civ-spouse,?,Husband,White,Male,0,0,21,United-States,<=50K
21,?,227521,Some-college,10,Never-married,?,Own-child,White,Female,0,0,15,United-States,<=50K
32,Private,340917,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,60,?,>50K
36,Self-emp-inc,339116,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,?,<=50K
60,?,50783,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
22,?,129767,Assoc-acdm,12,Never-married,?,Own-child,White,Female,0,0,5,United-States,<=50K
30,Private,119411,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,?,<=50K
17,?,387063,10th,6,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
73,?,132256,Bachelors,13,Widowed,?,Unmarried,White,Female,0,0,7,United-States,<=50K
21,?,214238,HS-grad,9,Married-spouse-absent,?,Own-child,White,Female,0,0,40,United-States,<=50K
51,?,209794,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,3,United-States,>50K
34,Private,130078,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,32,?,>50K
69,Private,108196,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,?,<=50K
63,?,176827,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,>50K
28,State-gov,106721,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,<=50K
17,?,186575,11th,7,Never-married,?,Own-child,White,Male,0,0,10,United-States,<=50K
65,?,38189,HS-grad,9,Never-married,?,Not-in-family,Black,Male,2346,0,40,United-States,<=50K
66,?,231315,Assoc-acdm,12,Widowed,?,Unmarried,White,Female,0,0,3,United-States,<=50K
29,?,147755,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,32,?,<=50K
24,Private,160261,Some-college,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,64,?,<=50K
71,?,94314,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,1173,0,18,United-States,<=50K
40,Private,110009,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,?,<=50K
26,?,168095,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,?,308499,HS-grad,9,Divorced,?,Unmarried,White,Female,0,0,40,United-States,<=50K
18,Private,323810,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,?,<=50K
49,Self-emp-not-inc,259087,11th,7,Widowed,Craft-repair,Unmarried,White,Female,0,0,40,?,<=50K
68,?,188102,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,>50K
23,?,234108,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Private,131160,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,99999,0,40,United-States,>50K
22,?,268145,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Self-emp-not-inc,164593,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,30,?,<=50K
